STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,,INDICATOR,,MEASURE,,INEQUALITY,,OBS_VALUE,,OBS_STATUS,,UNIT_MEASURE,,UNIT_MULT,,BASE_PER,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,JE_LTUR,,L,,WMN,,5.3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,JE_LTUR,,L,,WMN,,0.5,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,JE_LTUR,,L,,WMN,,0,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,JE_LTUR,,L,,WMN,,1.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,JE_LTUR,,L,,WMN,,0.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,JE_LTUR,,L,,WMN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,JE_LTUR,,L,,WMN,,0.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,JE_LTUR,,L,,WMN,,0.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,JE_LTUR,,L,,WMN,,0.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,JE_LTUR,,L,,WMN,,2.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,JE_LTUR,,L,,WMN,,3,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,JE_LTUR,,L,,WMN,,6.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,JE_LTUR,,L,,WMN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,JE_LTUR,,L,,WMN,,1.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,JE_LTUR,,L,,WMN,,4.9,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,JE_LTUR,,L,,WMN,,0.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,JE_LTUR,,L,,WMN,,0.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,JE_LTUR,,L,,WMN,,1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,JE_LTUR,,L,,WMN,,0.2,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,JE_LTUR,,L,,WMN,,1.7,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,JE_LTUR,,L,,WMN,,1.1,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,JE_LTUR,,L,,WMN,,2.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,JE_LTUR,,L,,WMN,,20.8,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,JE_LTUR,,L,,WMN,,1.4,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,JE_EMPL,,L,,WMN,,71,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,SC_SNTWS,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,SC_SNTWS,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,SC_SNTWS,,L,,TOT,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,SC_SNTWS,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,SC_SNTWS,,L,,TOT,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,SC_SNTWS,,L,,TOT,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,SC_SNTWS,,L,,TOT,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,SC_SNTWS,,L,,TOT,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,SC_SNTWS,,L,,TOT,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,SC_SNTWS,,L,,TOT,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,SC_SNTWS,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,SC_SNTWS,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,SC_SNTWS,,L,,TOT,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,SC_SNTWS,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,SC_SNTWS,,L,,TOT,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,SC_SNTWS,,L,,TOT,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,SC_SNTWS,,L,,TOT,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,SC_SNTWS,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,SC_SNTWS,,L,,TOT,,85,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,SC_SNTWS,,L,,TOT,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,SC_SNTWS,,L,,TOT,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,SC_SNTWS,,L,,TOT,,83,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,SC_SNTWS,,L,,TOT,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,SC_SNTWS,,L,,TOT,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,SC_SNTWS,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,SC_SNTWS,,L,,TOT,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,SC_SNTWS,,L,,TOT,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,SC_SNTWS,,L,,TOT,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,SC_SNTWS,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,SC_SNTWS,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,SC_SNTWS,,L,,LW,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,SC_SNTWS,,L,,MN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,SC_SNTWS,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,SC_SNTWS,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,SC_SNTWS,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,SC_SNTWS,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,SC_SNTWS,,L,,MN,,99,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,SC_SNTWS,,L,,MN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,SC_SNTWS,,L,,MN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,SC_SNTWS,,L,,MN,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,SC_SNTWS,,L,,MN,,74,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,SC_SNTWS,,L,,MN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,SC_SNTWS,,L,,MN,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,SC_SNTWS,,L,,MN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,SC_SNTWS,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,SC_SNTWS,,L,,MN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,SC_SNTWS,,L,,MN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,SC_SNTWS,,L,,MN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,SC_SNTWS,,L,,MN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,SC_SNTWS,,L,,MN,,82,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,SC_SNTWS,,L,,MN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,SC_SNTWS,,L,,MN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,SC_SNTWS,,L,,MN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,SC_SNTWS,,L,,MN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,SC_SNTWS,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,SC_SNTWS,,L,,MN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,SC_SNTWS,,L,,MN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,SC_SNTWS,,L,,MN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,SC_SNTWS,,L,,MN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,SC_SNTWS,,L,,MN,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,SC_SNTWS,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,SC_SNTWS,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,SC_SNTWS,,L,,WMN,,87,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,SC_SNTWS,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,SC_SNTWS,,L,,WMN,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,SC_SNTWS,,L,,WMN,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,SC_SNTWS,,L,,WMN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,SC_SNTWS,,L,,WMN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,SC_SNTWS,,L,,WMN,,79,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,SC_SNTWS,,L,,WMN,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,SC_SNTWS,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,SC_SNTWS,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,SC_SNTWS,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,SC_SNTWS,,L,,WMN,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,SC_SNTWS,,L,,WMN,,76,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,SC_SNTWS,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,SC_SNTWS,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,SC_SNTWS,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,SC_SNTWS,,L,,WMN,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,SC_SNTWS,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,SC_SNTWS,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,SC_SNTWS,,L,,WMN,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,SC_SNTWS,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,SC_SNTWS,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,SC_SNTWS,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,SC_SNTWS,,L,,WMN,,80,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,SC_SNTWS,,L,,WMN,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,SC_SNTWS,,L,,WMN,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,SC_SNTWS,,L,,WMN,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,SC_SNTWS,,L,,WMN,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,SC_SNTWS,,L,,WMN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,SC_SNTWS,,L,,WMN,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,SC_SNTWS,,L,,WMN,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,SC_SNTWS,,L,,WMN,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,SC_SNTWS,,L,,HGH,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,SC_SNTWS,,L,,HGH,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,SC_SNTWS,,L,,HGH,,99,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,SC_SNTWS,,L,,HGH,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,SC_SNTWS,,L,,HGH,,100,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,SC_SNTWS,,L,,HGH,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,SC_SNTWS,,L,,HGH,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,SC_SNTWS,,L,,HGH,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,SC_SNTWS,,L,,HGH,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISL,,SC_SNTWS,,L,,HGH,,99,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,SC_SNTWS,,L,,HGH,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,SC_SNTWS,,L,,HGH,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,SC_SNTWS,,L,,HGH,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,SC_SNTWS,,L,,HGH,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,SC_SNTWS,,L,,HGH,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,SC_SNTWS,,L,,HGH,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,SC_SNTWS,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,SC_SNTWS,,L,,HGH,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,SC_SNTWS,,L,,HGH,,98,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,SC_SNTWS,,L,,HGH,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,SC_SNTWS,,L,,HGH,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,SC_SNTWS,,L,,HGH,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,SC_SNTWS,,L,,HGH,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,SC_SNTWS,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,SC_SNTWS,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,SC_SNTWS,,L,,HGH,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,SC_SNTWS,,L,,HGH,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,SC_SNTWS,,L,,HGH,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,SC_SNTWS,,L,,HGH,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,SC_SNTWS,,L,,HGH,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,SC_SNTWS,,L,,HGH,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,OECD,,SC_SNTWS,,L,,HGH,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,SC_SNTWS,,L,,LW,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BEL,,SC_SNTWS,,L,,LW,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CAN,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CZE,,SC_SNTWS,,L,,LW,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DNK,,SC_SNTWS,,L,,LW,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FIN,,SC_SNTWS,,L,,LW,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,FRA,,SC_SNTWS,,L,,LW,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,DEU,,SC_SNTWS,,L,,LW,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GRC,,SC_SNTWS,,L,,LW,,77,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,HUN,,SC_SNTWS,,L,,LW,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,IRL,,SC_SNTWS,,L,,LW,,97,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ITA,,SC_SNTWS,,L,,LW,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,JPN,,SC_SNTWS,,L,,LW,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,KOR,,SC_SNTWS,,L,,LW,,78,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LUX,,SC_SNTWS,,L,,LW,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,MEX,,SC_SNTWS,,L,,LW,,81,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NLD,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NZL,,SC_SNTWS,,L,,LW,,96,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,NOR,,SC_SNTWS,,L,,LW,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,POL,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,PRT,,SC_SNTWS,,L,,LW,,92,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVK,,SC_SNTWS,,L,,LW,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ESP,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SWE,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHE,,SC_SNTWS,,L,,LW,,94,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,TUR,,SC_SNTWS,,L,,LW,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,GBR,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,USA,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,BRA,,SC_SNTWS,,L,,LW,,86,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,CHL,,SC_SNTWS,,L,,LW,,88,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,EST,,SC_SNTWS,,L,,LW,,93,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ISR,,SC_SNTWS,,L,,LW,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,LVA,,SC_SNTWS,,L,,LW,,91,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,RUS,,SC_SNTWS,,L,,LW,,89,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,SVN,,SC_SNTWS,,L,,LW,,95,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,ZAF,,SC_SNTWS,,L,,LW,,90,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUS,,ES_EDUA,,L,,TOT,,84,,A,,PC,,0,,,
DATAFLOW,OECD:DF_BLI(1.0),,I,AUT,,ES_EDUA,,L,,TOT,,86,,A,,PC,,0,,,
